id,category,level,cefr,answer,sentence_en,sentence_ko,meaning,tts_text,display_sentence,frequency,chunk_type,difficulty_axis,use_case
1845,health,3,B2-C1,took a turn for the worse,His condition ___.,그의 상태가 악화됐어요.,악화되다,His condition took a turn for the worse.,His condition took a turn for the worse.,mid,idiom,usage,"{""illness"",""hospital""}"
1846,health,3,B2-C1,make a full recovery,She's expected to ___.,그녀는 완전히 회복될 것으로 예상돼요.,완전히 회복하다,She's expected to make a full recovery.,She's expected to make a full recovery.,high,collocation,usage,"{""recovery"",""hospital""}"
1847,health,3,B2-C1,manage chronic pain,She's learning how to ___ with exercise.,그녀는 운동으로 만성 통증을 관리하는 법을 배우고 있어요.,만성 통증을 관리하다,She's learning how to manage chronic pain with exercise.,She's learning how to manage chronic pain with exercise.,mid,collocation,usage,"{""pain"",""wellness""}"
1848,health,3,B2-C1,in tip-top shape,I want to be ___ for the marathon.,마라톤을 위해 최상의 컨디션으로 있고 싶어요.,최상의 컨디션인,I want to be in tip-top shape for the marathon.,I want to be in tip-top shape for the marathon.,mid,idiom,usage,"{""wellness"",""daily""}"
1849,health,3,B2-C1,had a relapse,"Unfortunately, he ___ last week.",안타깝게도 그는 지난주에 재발했어요.,재발하다,"Unfortunately, he had a relapse last week.","Unfortunately, he had a relapse last week.",mid,collocation,usage,"{""illness"",""hospital""}"
1850,health,3,B2-C1,go cold turkey,He decided to ___ on alcohol.,그는 술을 단번에 끊기로 결심했어요.,단번에 끊다,He decided to go cold turkey on alcohol.,He decided to go cold turkey on alcohol.,mid,idiom,usage,"{""wellness"",""daily""}"
1851,health,3,B2-C1,put on a brave face,She ___ despite the pain.,그녀는 통증에도 불구하고 애써 괜찮은 척했어요.,괜찮은 척하다,She put on a brave face despite the pain.,She put on a brave face despite the pain.,mid,idiom,usage,"{""pain"",""daily""}"
1852,health,3,B2-C1,hit rock bottom,My health really ___ after the accident.,사고 이후 건강이 정말 바닥을 쳤어요.,최저점에 달하다,My health really hit rock bottom after the accident.,My health really hit rock bottom after the accident.,mid,idiom,usage,"{""illness"",""daily""}"
1853,health,3,B2-C1,get to the root of,The doctor is trying to ___ my symptoms.,의사가 증상의 근본 원인을 찾으려 하고 있어요.,~의 근본 원인을 찾다,The doctor is trying to get to the root of my symptoms.,The doctor is trying to get to the root of my symptoms.,mid,collocation,usage,"{""hospital"",""clinic""}"
1854,health,3,B2-C1,eat clean,I've been trying to ___ for the past month.,지난달부터 건강한 식단을 지키려 노력 중이에요.,건강하게 먹다,I've been trying to eat clean for the past month.,I've been trying to eat clean for the past month.,high,collocation,usage,"{""wellness"",""daily""}"
1855,health,3,B2-C1,be in good hands,Don't worry — you'll ___ at that hospital.,"걱정 마세요, 그 병원에서 잘 돌봐 줄 거예요.","좋은 손에 맡겨지다, 잘 돌봐지다",Don't worry — you'll be in good hands at that hospital.,Don't worry — you'll be in good hands at that hospital.,mid,idiom,usage,"{""hospital"",""daily""}"
1856,health,3,B2-C1,have a high pain tolerance,She didn't complain at all — she must ___.,"그녀는 전혀 불평하지 않았어요, 통증에 강한 것 같아요.",통증에 강하다,She didn't complain at all — she must have a high pain tolerance.,She didn't complain at all — she must have a high pain tolerance.,mid,sentence_frame,usage,"{""pain"",""daily""}"
1857,health,3,B2-C1,break the cycle,You need to ___ of stress and insomnia.,스트레스와 불면증의 악순환을 끊어야 해요.,악순환을 끊다,You need to break the cycle of stress and insomnia.,You need to break the cycle of stress and insomnia.,mid,collocation,usage,"{""wellness"",""daily""}"
1858,health,3,B2-C1,rule out,We need more tests to ___ anything serious.,심각한 문제를 배제하려면 검사가 더 필요해요.,배제하다,We need more tests to rule out anything serious.,We need more tests to rule out anything serious.,high,phrasal_verb,usage,"{""hospital"",""clinic""}"
1859,health,3,B2-C1,have an adverse reaction,Some patients ___ to that antibiotic.,일부 환자들은 그 항생제에 부작용 반응을 보여요.,부작용 반응을 보이다,Some patients have an adverse reaction to that antibiotic.,Some patients have an adverse reaction to that antibiotic.,mid,collocation,usage,"{""pharmacy"",""hospital""}"
1860,health,3,B2-C1,get back on your feet,It takes time to ___ after surgery.,수술 후 기력을 회복하는 데는 시간이 걸려요.,기력을 회복하다,It takes time to get back on your feet after surgery.,It takes time to get back on your feet after surgery.,high,idiom,usage,"{""recovery"",""daily""}"
1861,health,3,B2-C1,manage stress levels,It's important to ___ for your heart health.,심장 건강을 위해 스트레스를 관리하는 것이 중요해요.,스트레스 수준을 관리하다,It's important to manage stress levels for your heart health.,It's important to manage stress levels for your heart health.,high,collocation,usage,"{""wellness"",""daily""}"
1862,health,3,B2-C1,make a speedy recovery,I hope you ___.,빠른 회복을 바라요.,빠르게 회복하다,I hope you make a speedy recovery.,I hope you make a speedy recovery.,high,collocation,usage,"{""recovery"",""daily""}"
1863,health,3,B2-C1,have a weak constitution,She tends to get sick easily — she might ___.,"그녀는 쉽게 아프는 경향이 있어요, 몸이 약한 것 같아요.",몸이 약하다,She tends to get sick easily — she might have a weak constitution.,She tends to get sick easily — she might have a weak constitution.,low,collocation,usage,"{""illness"",""daily""}"
1864,health,3,B2-C1,address the underlying cause,The treatment needs to ___.,치료는 근본적인 원인을 해결해야 해요.,근본 원인을 해결하다,The treatment needs to address the underlying cause.,The treatment needs to address the underlying cause.,mid,collocation,usage,"{""hospital"",""wellness""}"
1865,health,3,B2-C1,push through the pain,Athletes sometimes have to ___.,운동선수들은 때로 통증을 참고 버텨야 해요.,통증을 참고 버티다,Athletes sometimes have to push through the pain.,Athletes sometimes have to push through the pain.,mid,collocation,usage,"{""pain"",""wellness""}"
1866,health,3,B2-C1,feel the burn,You'll start to ___ after a few minutes of exercise.,운동을 몇 분 하면 근육이 타는 느낌이 날 거예요.,근육이 타는 느낌이 나다,You'll start to feel the burn after a few minutes of exercise.,You'll start to feel the burn after a few minutes of exercise.,mid,idiom,usage,"{""wellness"",""daily""}"
1867,health,3,B2-C1,a chronic condition,She manages ___.,그녀는 만성 질환을 관리하고 있어요.,만성 질환,She manages a chronic condition.,She manages a chronic condition.,mid,collocation,meaning,"{""medical""}"
1868,health,3,B2-C1,a flare-up,He had ___ last night.,그는 어젯밤 증상이 도졌어요.,"(증상의) 재발, 악화",He had a flare-up last night.,He had a flare-up last night.,mid,single_word,meaning,"{""medical""}"
1869,health,3,B2-C1,in remission,Her illness is now ___.,그녀의 병은 지금 차도가 있어요.,"차도가 있는, 완화 상태인",Her illness is now in remission.,Her illness is now in remission.,low,collocation,meaning,"{""medical""}"
1870,health,3,B2-C1,an underlying condition,It could point to ___.,그건 기저 질환을 가리킬 수도 있어요.,기저 질환,It could point to an underlying condition.,It could point to an underlying condition.,mid,collocation,meaning,"{""medical""}"
1871,health,3,B2-C1,preventive care,Don't underestimate ___.,예방적 건강 관리를 가볍게 보지 마세요.,예방적 건강 관리,Don't underestimate preventive care.,Don't underestimate preventive care.,mid,collocation,meaning,"{""wellness""}"
1872,health,3,B2-C1,stay on top of your health,It's important to ___.,건강을 꾸준히 챙기는 게 중요해요.,건강을 꾸준히 챙기다,It's important to stay on top of your health.,It's important to stay on top of your health.,mid,idiom,usage,"{""wellness""}"
1873,health,3,B2-C1,listen to your body,You really need to ___.,몸이 보내는 신호에 귀 기울여야 해요.,몸의 신호에 귀 기울이다,You really need to listen to your body.,You really need to listen to your body.,high,idiom,meaning,"{""wellness""}"
1874,health,3,B2-C1,build up immunity,Good sleep helps ___.,충분한 수면은 면역력을 키우는 데 도움이 돼요.,면역력을 키우다,Good sleep helps build up immunity.,Good sleep helps build up immunity.,mid,collocation,usage,"{""wellness""}"
1875,health,3,B2-C1,a sedentary lifestyle,He's worried about ___.,그는 앉아만 있는 생활 방식을 걱정해요.,주로 앉아서 지내는 생활 방식,He's worried about a sedentary lifestyle.,He's worried about a sedentary lifestyle.,low,collocation,meaning,"{""wellness""}"
1876,health,3,B2-C1,shrug off a cold,He always manages to ___.,그는 늘 감기쯤은 가볍게 털어내요.,감기쯤은 가볍게 떨쳐내다,He always manages to shrug off a cold.,He always manages to shrug off a cold.,mid,phrasal_verb,meaning,"{""recovery""}"
1877,health,3,B2-C1,catch up on sleep,I need to ___ this weekend.,이번 주말엔 밀린 잠을 자야 해요.,밀린 잠을 자다,I need to catch up on sleep this weekend.,I need to catch up on sleep this weekend.,high,phrasal_verb,usage,"{""wellness""}"
1878,health,3,B2-C1,stress eating,I tend to do a lot of ___.,저는 스트레스성 폭식을 자주 해요.,스트레스성 폭식,I tend to do a lot of stress eating.,I tend to do a lot of stress eating.,mid,collocation,meaning,"{""wellness""}"
1879,health,3,B2-C1,wear yourself out,Don't ___ before the trip.,여행 전에 무리하지 마세요.,"기진맥진하다, 무리하다",Don't wear yourself out before the trip.,Don't wear yourself out before the trip.,mid,phrasal_verb,meaning,"{""wellness""}"
1880,health,3,B2-C1,push yourself too hard,Try not to ___.,너무 무리하지 않도록 하세요.,자신을 너무 몰아붙이다,Try not to push yourself too hard.,Try not to push yourself too hard.,mid,collocation,usage,"{""wellness""}"
1881,health,3,B2-C1,ride out the flu,I just had to ___ at home.,그냥 집에서 독감이 지나가길 견뎌야 했어요.,독감이 지나가길 견디다,I just had to ride out the flu at home.,I just had to ride out the flu at home.,low,idiom,meaning,"{""recovery""}"
1882,health,3,B2-C1,ease back into exercise,Start slow and ___.,천천히 시작해서 다시 운동에 적응하세요.,다시 운동에 적응하다,Start slow and ease back into exercise.,Start slow and ease back into exercise.,mid,collocation,usage,"{""fitness"",""recovery""}"
1883,health,3,B2-C1,build healthy habits,It takes time to ___.,건강한 습관을 들이는 데는 시간이 걸려요.,건강한 습관을 들이다,It takes time to build healthy habits.,It takes time to build healthy habits.,mid,collocation,usage,"{""wellness""}"
1884,health,3,B2-C1,keep symptoms at bay,This medication helps ___.,이 약은 증상을 억제하는 데 도움이 돼요.,증상을 억제하다,This medication helps keep symptoms at bay.,This medication helps keep symptoms at bay.,mid,idiom,meaning,"{""medical""}"
1885,health,3,B2-C1,fighting off a cold,I've been ___ all week.,일주일 내내 감기와 싸우고 있어요.,감기를 이겨내려 애쓰는,I've been fighting off a cold all week.,I've been fighting off a cold all week.,mid,phrasal_verb,usage,"{""symptom""}"
1886,health,3,B2-C1,a balanced lifestyle,He swears by ___.,그는 균형 잡힌 생활 방식을 신봉해요.,균형 잡힌 생활 방식,He swears by a balanced lifestyle.,He swears by a balanced lifestyle.,mid,collocation,meaning,"{""wellness""}"
1887,health,3,B2-C1,a quick recovery,I wish you ___.,빠른 쾌유를 빌어요.,빠른 회복,I wish you a quick recovery.,I wish you a quick recovery.,high,collocation,usage,"{""recovery""}"
1888,health,3,B2-C1,run yourself ragged,You'll ___ at this rate.,이러다간 완전히 지쳐 쓰러져요.,기진맥진할 때까지 무리하다,You'll run yourself ragged at this rate.,You'll run yourself ragged at this rate.,low,idiom,meaning,"{""wellness""}"
1889,health,3,B2-C1,bounce back quickly,Kids tend to ___.,아이들은 회복이 빠른 편이에요.,빠르게 회복하다,Kids tend to bounce back quickly.,Kids tend to bounce back quickly.,mid,idiom,usage,"{""recovery""}"
1890,health,3,B2-C1,feeling out of sorts,I've been ___ lately.,요즘 몸이 영 찌뿌둥해요.,몸 상태가 영 좋지 않다,I've been feeling out of sorts lately.,I've been feeling out of sorts lately.,mid,idiom,meaning,"{""symptom""}"
1891,daily,1,A1-A2,wake,I ___ up at seven.,전 7시에 일어나요.,(잠에서) 깨다,I wake up at seven.,I wake up at seven.,high,single_word,meaning,"{""morning_routine"",""sleep""}"
1892,daily,1,A1-A2,breakfast,I usually skip ___.,전 보통 아침을 걸러요.,아침 식사,I usually skip breakfast.,I usually skip breakfast.,high,single_word,spelling,"{""morning_routine"",""food""}"
1893,daily,1,A1-A2,home,I get ___ around six.,6시쯤 집에 와요.,집에,I get home around six.,I get home around six.,high,single_word,usage,"{""commute"",""evening_routine""}"
1894,daily,1,A1-A2,clean,I need to ___ my room.,방을 청소해야 해요.,청소하다,I need to clean my room.,I need to clean my room.,high,single_word,meaning,"{""housework"",""home""}"
1895,daily,1,A1-A2,sleep,I ___ eight hours a night.,전 밤에 여덟 시간 자요.,자다,I sleep eight hours a night.,I sleep eight hours a night.,high,single_word,spelling,"{""sleep"",""health""}"
1896,daily,1,A1-A2,every,I exercise ___ morning.,전 매일 아침 운동해요.,매~,I exercise every morning.,I exercise every morning.,high,single_word,usage,"{""morning_routine"",""exercise""}"
1897,daily,1,A1-A2,shower,I take a ___ before bed.,자기 전에 샤워해요.,샤워,I take a shower before bed.,I take a shower before bed.,high,single_word,spelling,"{""evening_routine"",""hygiene""}"
1898,daily,1,A1-A2,brush,I ___ my teeth twice a day.,하루에 두 번 양치해요.,닦다,I brush my teeth twice a day.,I brush my teeth twice a day.,high,single_word,pronunciation,"{""hygiene"",""morning_routine""}"
1899,daily,1,A1-A2,cook,I ___ dinner every night.,매일 밤 저녁을 요리해요.,요리하다,I cook dinner every night.,I cook dinner every night.,high,single_word,meaning,"{""food"",""evening_routine""}"
1900,daily,1,A1-A2,walk,I ___ my dog in the park.,공원에서 개를 산책시켜요.,산책시키다,I walk my dog in the park.,I walk my dog in the park.,high,single_word,usage,"{""exercise"",""pet""}"
1901,daily,1,A1-A2,read,I ___ before sleeping.,자기 전에 책을 읽어요.,읽다,I read before sleeping.,I read before sleeping.,high,single_word,pronunciation,"{""evening_routine"",""hobby""}"
1902,daily,1,A1-A2,work,I go to ___ by subway.,전 지하철로 출근해요.,직장,I go to work by subway.,I go to work by subway.,high,single_word,usage,"{""commute"",""work""}"
1903,daily,1,A1-A2,dinner,What's for ___?,저녁 뭐예요?,저녁 식사,What's for dinner?,What's for dinner?,high,single_word,spelling,"{""food"",""evening_routine""}"
1904,daily,1,A1-A2,water,I drink a lot of ___.,물을 많이 마셔요.,물,I drink a lot of water.,I drink a lot of water.,high,single_word,spelling,"{""health"",""daily_habit""}"
1905,daily,1,A1-A2,late,I went to bed ___ last night.,어젯밤엔 늦게 잤어요.,늦게,I went to bed late last night.,I went to bed late last night.,high,single_word,meaning,"{""sleep"",""evening_routine""}"
1906,daily,1,A1-A2,morning,I'm a ___ person.,전 아침형 인간이에요.,아침,I'm a morning person.,I'm a morning person.,high,single_word,usage,"{""morning_routine"",""personality""}"
1907,daily,1,A1-A2,dishes,I wash the ___ after dinner.,저녁 후에 설거지를 해요.,설거지,I wash the dishes after dinner.,I wash the dishes after dinner.,high,single_word,spelling,"{""housework"",""evening_routine""}"
1908,daily,1,A1-A2,nap,I take a short ___ at noon.,정오에 잠깐 낮잠을 자요.,낮잠,I take a short nap at noon.,I take a short nap at noon.,high,single_word,spelling,"{""sleep"",""daily_habit""}"
1909,daily,1,A1-A2,gym,I go to the ___ in the evening.,저녁에 체육관에 가요.,체육관,I go to the gym in the evening.,I go to the gym in the evening.,high,single_word,spelling,"{""exercise"",""evening_routine""}"
1910,daily,1,A1-A2,rest,I ___ on weekends.,주말엔 쉬어요.,쉬다,I rest on weekends.,I rest on weekends.,high,single_word,meaning,"{""weekend"",""daily_habit""}"
1911,daily,1,A1-A2,lunch,I have ___ at noon.,정오에 점심을 먹어요.,점심,I have lunch at noon.,I have lunch at noon.,high,single_word,spelling,"{""food"",""daily_habit""}"
1912,daily,1,A1-A2,daily,It's part of my ___ routine.,그건 제 일상의 일부예요.,매일의,It's part of my daily routine.,It's part of my daily routine.,high,single_word,meaning,"{""daily_habit"",""lifestyle""}"
1913,daily,1,A1-A2,alarm,My ___ goes off at six.,제 알람이 6시에 울려요.,알람,My alarm goes off at six.,My alarm goes off at six.,high,single_word,spelling,"{""morning_routine"",""sleep""}"
1914,daily,1,A1-A2,tidy,I keep my desk ___.,제 책상을 깔끔하게 유지해요.,깔끔한,I keep my desk tidy.,I keep my desk tidy.,mid,single_word,spelling,"{""housework"",""home""}"
1915,daily,1,A1-A2,relax,I ___ on the sofa at night.,밤엔 소파에서 쉬어요.,긴장을 풀다,I relax on the sofa at night.,I relax on the sofa at night.,high,single_word,spelling,"{""evening_routine"",""lifestyle""}"
1916,daily,1,A1-A2,bus,I take the ___ to work.,버스 타고 출근해요.,버스,I take the bus to work.,I take the bus to work.,high,single_word,spelling,"{""commute"",""transport""}"
1917,daily,1,A1-A2,coffee,I need my ___ in the morning.,전 아침에 커피가 필요해요.,커피,I need my coffee in the morning.,I need my coffee in the morning.,high,single_word,spelling,"{""morning_routine"",""food""}"
1918,daily,1,A1-A2,laundry,I have a pile of ___ to do.,빨래할 게 산더미예요.,빨래,I have a pile of laundry to do.,I have a pile of laundry to do.,high,single_word,spelling,"{""housework"",""weekend""}"
1919,daily,1,A1-A2,dress,I ___ quickly in the morning.,아침에 빠르게 옷을 입어요.,옷을 입다,I dress quickly in the morning.,I dress quickly in the morning.,high,single_word,meaning,"{""morning_routine"",""hygiene""}"
1920,daily,1,A1-A2,bike,I ride my ___ to the station.,자전거를 타고 역까지 가요.,자전거,I ride my bike to the station.,I ride my bike to the station.,high,single_word,spelling,"{""commute"",""exercise""}"
1921,daily,1,A1-A2,early,I wake up ___ on weekdays.,평일엔 일찍 일어나요.,일찍,I wake up early on weekdays.,I wake up early on weekdays.,high,single_word,spelling,"{""morning_routine"",""daily_habit""}"
1922,daily,1,A1-A2,store,I stop by the ___ on my way home.,집에 오는 길에 가게에 들러요.,가게,I stop by the store on my way home.,I stop by the store on my way home.,high,single_word,meaning,"{""errand"",""commute""}"
1923,daily,1,A1-A2,trash,I take out the ___ every morning.,매일 아침 쓰레기를 내다 버려요.,쓰레기,I take out the trash every morning.,I take out the trash every morning.,high,single_word,spelling,"{""housework"",""morning_routine""}"
1924,daily,1,A1-A2,bed,I make my ___ every day.,전 매일 침대를 정리해요.,침대,I make my bed every day.,I make my bed every day.,high,single_word,meaning,"{""morning_routine"",""housework""}"
1925,daily,1,A1-A2,snack,I have a ___ around three.,3시쯤에 간식을 먹어요.,간식,I have a snack around three.,I have a snack around three.,high,single_word,spelling,"{""food"",""daily_habit""}"
1926,daily,1,A1-A2,music,I listen to ___ on the train.,기차 안에서 음악을 들어요.,음악,I listen to music on the train.,I listen to music on the train.,high,single_word,spelling,"{""commute"",""hobby""}"
1927,daily,1,A1-A2,tired,I feel ___ after work.,퇴근 후에 피곤해요.,피곤한,I feel tired after work.,I feel tired after work.,high,single_word,spelling,"{""evening_routine"",""health""}"
1928,daily,1,A1-A2,groceries,I buy ___ on Saturdays.,토요일마다 장을 봐요.,식료품,I buy groceries on Saturdays.,I buy groceries on Saturdays.,high,single_word,spelling,"{""errand"",""weekend""}"
1929,daily,1,A1-A2,phone,I check my ___ first thing in the morning.,아침에 일어나자마자 폰을 확인해요.,휴대전화,I check my phone first thing in the morning.,I check my phone first thing in the morning.,high,single_word,meaning,"{""morning_routine"",""technology""}"
1930,daily,1,A1-A2,outside,I go ___ for fresh air.,신선한 공기를 마시러 밖에 나가요.,밖으로,I go outside for fresh air.,I go outside for fresh air.,high,single_word,spelling,"{""exercise"",""daily_habit""}"
1931,daily,1,A1-A2,stretch,I ___ when I get up.,일어나면 스트레칭해요.,스트레칭하다,I stretch when I get up.,I stretch when I get up.,high,single_word,spelling,"{""morning_routine"",""exercise""}"
1932,daily,1,A1-A2,rush,I always ___ in the morning.,전 아침마다 항상 서둘러요.,서두르다,I always rush in the morning.,I always rush in the morning.,high,single_word,meaning,"{""morning_routine"",""commute""}"
1933,daily,1,A1-A2,pack,I ___ my bag the night before.,전날 밤에 가방을 싸요.,"챙기다, 짐을 싸다",I pack my bag the night before.,I pack my bag the night before.,high,single_word,meaning,"{""morning_routine"",""preparation""}"
1934,daily,1,A1-A2,commute,My ___ takes about forty minutes.,출퇴근에 약 40분 걸려요.,출퇴근,My commute takes about forty minutes.,My commute takes about forty minutes.,high,single_word,spelling,"{""commute"",""transport""}"
1935,daily,1,A1-A2,chores,I do ___ on Sunday morning.,일요일 아침에 집안일을 해요.,집안일,I do chores on Sunday morning.,I do chores on Sunday morning.,high,single_word,spelling,"{""housework"",""weekend""}"
1936,daily,1,A1-A2,hungry,I get ___ around noon.,정오쯤 배가 고파요.,배고픈,I get hungry around noon.,I get hungry around noon.,high,single_word,spelling,"{""food"",""daily_habit""}"
1937,daily,1,A1-A2,bath,I take a ___ on weekends.,주말엔 목욕해요.,목욕,I take a bath on weekends.,I take a bath on weekends.,high,single_word,spelling,"{""hygiene"",""weekend""}"
1938,daily,1,A1-A2,pet,I feed my ___ in the morning.,아침에 반려동물에게 밥을 줘요.,반려동물,I feed my pet in the morning.,I feed my pet in the morning.,high,single_word,meaning,"{""morning_routine"",""pet""}"
1939,daily,1,A1-A2,run,I ___ for thirty minutes every day.,매일 30분씩 달려요.,달리다,I run for thirty minutes every day.,I run for thirty minutes every day.,high,single_word,meaning,"{""exercise"",""daily_habit""}"
1940,daily,1,A1-A2,journal,I write in my ___ at night.,밤에 일기를 써요.,일기장,I write in my journal at night.,I write in my journal at night.,mid,single_word,spelling,"{""evening_routine"",""hobby""}"
1941,daily,1,A1-A2,weekend,I sleep in on the ___.,주말엔 늦잠 자요.,주말,I sleep in on the weekend.,I sleep in on the weekend.,high,single_word,spelling,"{""weekend"",""sleep""}"
1942,daily,1,A1-A2,tea,I drink green ___ every afternoon.,매일 오후엔 녹차를 마셔요.,차,I drink green tea every afternoon.,I drink green tea every afternoon.,high,single_word,meaning,"{""food"",""daily_habit""}"
1943,daily,1,A1-A2,habit,It's a good ___ to have.,좋은 습관이에요.,습관,It's a good habit to have.,It's a good habit to have.,high,single_word,spelling,"{""lifestyle"",""daily_habit""}"
1944,daily,1,A1-A2,bag,I always carry my ___ with me.,전 항상 가방을 들고 다녀요.,가방,I always carry my bag with me.,I always carry my bag with me.,high,single_word,meaning,"{""commute"",""daily_habit""}"
1945,daily,1,A1-A2,schedule,I follow a ___ every day.,매일 일정에 따라 움직여요.,일정,I follow a schedule every day.,I follow a schedule every day.,high,single_word,spelling,"{""daily_habit"",""work""}"
1946,daily,1,A1-A2,busy,I'm really ___ on weekdays.,평일에는 정말 바빠요.,바쁜,I'm really busy on weekdays.,I'm really busy on weekdays.,high,single_word,spelling,"{""work"",""daily_habit""}"
1947,daily,1,A1-A2,healthy,I try to eat ___.,건강하게 먹으려고 노력해요.,건강한,I try to eat healthy.,I try to eat healthy.,high,single_word,spelling,"{""health"",""food""}"
1948,daily,1,A1-A2,midnight,I rarely stay up until ___.,자정까지 깨 있는 일은 드물어요.,자정,I rarely stay up until midnight.,I rarely stay up until midnight.,mid,single_word,spelling,"{""sleep"",""evening_routine""}"
1949,daily,1,A1-A2,vitamins,I take my ___ every morning.,매일 아침 비타민을 먹어요.,비타민,I take my vitamins every morning.,I take my vitamins every morning.,mid,single_word,spelling,"{""health"",""morning_routine""}"
1950,daily,1,A1-A2,floor,I mop the ___ on Fridays.,금요일에 바닥을 닦아요.,바닥,I mop the floor on Fridays.,I mop the floor on Fridays.,mid,single_word,spelling,"{""housework"",""weekend""}"
1951,daily,1,A1-A2,jog,I ___ in the park every morning.,매일 아침 공원에서 조깅해요.,조깅하다,I jog in the park every morning.,I jog in the park every morning.,mid,single_word,spelling,"{""exercise"",""morning_routine""}"
1952,daily,1,A1-A2,podcast,I listen to a ___ on my commute.,출퇴근 시간에 팟캐스트를 들어요.,팟캐스트,I listen to a podcast on my commute.,I listen to a podcast on my commute.,mid,single_word,spelling,"{""commute"",""hobby""}"
1953,daily,1,A1-A2,wash,I ___ my face every morning.,저는 매일 아침 세수를 해요.,씻다,I wash my face every morning.,I wash my face every morning.,high,single_word,spelling,"{""morning""}"
1954,daily,1,A1-A2,iron,I need to ___ my shirt.,셔츠를 다려야 해요.,다리다,I need to iron my shirt.,I need to iron my shirt.,mid,single_word,meaning,"{""chores""}"
1955,daily,1,A1-A2,vacuum,I ___ the living room on weekends.,주말에 거실을 청소기로 밀어요.,진공청소기로 청소하다,I vacuum the living room on weekends.,I vacuum the living room on weekends.,mid,single_word,spelling,"{""chores""}"
1956,daily,1,A1-A2,fold,I ___ the laundry after dinner.,저녁 먹고 빨래를 개요.,개다,I fold the laundry after dinner.,I fold the laundry after dinner.,mid,single_word,meaning,"{""chores""}"
1957,daily,1,A1-A2,shave,I ___ before work.,저는 출근 전에 면도를 해요.,면도하다,I shave before work.,I shave before work.,mid,single_word,spelling,"{""morning""}"
1958,daily,1,A1-A2,kitchen,I clean the ___ every night.,저는 매일 밤 부엌을 치워요.,부엌,I clean the kitchen every night.,I clean the kitchen every night.,high,single_word,spelling,"{""chores""}"
1959,daily,1,A1-A2,towel,Can you pass me a ___?,수건 좀 건네줄래요?,수건,Can you pass me a towel?,Can you pass me a towel?,high,single_word,spelling,"{""home""}"
1960,daily,1,A1-A2,evening,I relax in the ___.,저는 저녁에 쉬어요.,저녁,I relax in the evening.,I relax in the evening.,high,single_word,spelling,"{""routine""}"
1961,daily,2,B1,run errands,I need to ___ this afternoon.,오후에 볼일을 좀 봐야 해요.,잡일을 보다,I need to run errands this afternoon.,I need to run errands this afternoon.,high,collocation,usage,"{""errand"",""daily_habit""}"
1962,daily,2,B1,do the laundry,I usually ___ on Sundays.,전 보통 일요일에 빨래해요.,빨래하다,I usually do the laundry on Sundays.,I usually do the laundry on Sundays.,high,collocation,usage,"{""housework"",""weekend""}"
1963,daily,2,B1,stay up,I tend to ___ too late.,전 너무 늦게까지 깨어 있는 편이에요.,안 자고 깨어 있다,I tend to stay up too late.,I tend to stay up too late.,high,phrasal_verb,usage,"{""sleep"",""evening_routine""}"
1964,daily,2,B1,get up,It's hard to ___ early.,일찍 일어나는 게 힘들어요.,"일어나다, 기상하다",It's hard to get up early.,It's hard to get up early.,high,phrasal_verb,usage,"{""morning_routine"",""sleep""}"
1965,daily,2,B1,tidy up,Let me ___ before guests arrive.,손님 오기 전에 정리 좀 할게요.,정돈하다,Let me tidy up before guests arrive.,Let me tidy up before guests arrive.,high,phrasal_verb,usage,"{""housework"",""home""}"
1966,daily,2,B1,grab,I'll just ___ a coffee on the way.,가는 길에 커피만 사 갈게요.,간단히 사다,I'll just grab a coffee on the way.,I'll just grab a coffee on the way.,high,single_word,usage,"{""commute"",""food""}"
1967,daily,2,B1,settle in,It took a week to ___ at the new place.,새집에 적응하는 데 일주일 걸렸어요.,적응하다,It took a week to settle in at the new place.,It took a week to settle in at the new place.,mid,phrasal_verb,usage,"{""home"",""lifestyle""}"
1968,daily,2,B1,get ready,Give me ten minutes to ___.,준비하게 10분만 줘요.,준비하다,Give me ten minutes to get ready.,Give me ten minutes to get ready.,high,phrasal_verb,usage,"{""morning_routine"",""preparation""}"
1969,daily,2,B1,dozed off,I almost ___ on the train.,기차에서 깜빡 졸 뻔했어요.,깜빡 졸았다,I almost dozed off on the train.,I almost dozed off on the train.,mid,phrasal_verb,usage,"{""commute"",""sleep""}"
1970,daily,2,B1,warm up,I ___ some soup for lunch.,점심으로 수프를 데웠어요.,데우다,I warm up some soup for lunch.,I warm up some soup for lunch.,high,phrasal_verb,usage,"{""food"",""daily_habit""}"
1971,daily,2,B1,clean up,Let's ___ after the party.,파티 끝나고 치워요.,치우다,Let's clean up after the party.,Let's clean up after the party.,high,phrasal_verb,usage,"{""housework"",""home""}"
1972,daily,2,B1,stuck in a routine,I feel ___ lately.,요즘 똑같은 일상에 갇힌 느낌이에요.,틀에 박힌 일상에 갇힌,I feel stuck in a routine lately.,I feel stuck in a routine lately.,mid,collocation,usage,"{""lifestyle"",""daily_habit""}"
1973,daily,2,B1,drop off,I'll ___ the kids at school.,아이들을 학교에 데려다줄게요.,데려다주다,I'll drop off the kids at school.,I'll drop off the kids at school.,high,phrasal_verb,usage,"{""commute"",""family""}"
1974,daily,2,B1,knock out,I need to ___ these chores first.,이 집안일부터 후딱 해치워야 해요.,후딱 끝내다,I need to knock out these chores first.,I need to knock out these chores first.,mid,phrasal_verb,usage,"{""housework"",""productivity""}"
